From*,To*,Mean_Patch_Size,Patch_Size_Variance,Patch_Isometry
2,4,9.19634520474857,91.67712329209,1
2,9,48.4819734345351,7283.17921018338,1
7,2,0.170980392156863,0.02162159853048,1
7,4,2.92156862745098,11.2296410212596,1
7,9,0.210718954248366,0.06339452450948,1
9,2,58.1041249258984,82647.0425765052,1
9,4,8.67877847937669,71.8283925813282,1
11,2,14.3333333333333,7.99999999999999,1
11,4,6.19607843137255,75.3317954632834,1
14,4,2.02352941176471,0.589273356401384,1
